state,year,rate_value
Texas,2014,13219
Texas,2014,15056
Texas,2014,16867
Texas,2014,14132
Texas,2014,10957
Texas,2014,8117
Texas,2014,7572
Texas,2015,136
Texas,2015,421
Texas,2015,289
Texas,2015,296
Texas,2015,463
Texas,2015,693
Texas,2015,1139
Texas,2015,1871
Texas,2015,2559
Texas,2015,4259
Texas,2015,6195
Texas,2015,9514
Texas,2015,13439
Texas,2015,15702
Texas,2015,18069
Texas,2015,14866
Texas,2015,11265
Texas,2015,7975
Texas,2015,7670
Texas,2016,122
Texas,2016,374
Texas,2016,305
Texas,2016,347
Texas,2016,446
Texas,2016,650
Texas,2016,1163
Texas,2016,1932
Texas,2016,2604
Texas,2016,4112
Texas,2016,6091
Texas,2016,9373
Texas,2016,13577
Texas,2016,16224
Texas,2016,18938
Texas,2016,15332
Texas,2016,11667
Texas,2016,8182
Texas,2016,7870
Texas,2017,108
Texas,2017,383
Texas,2017,283
Texas,2017,343
Texas,2017,440
Texas,2017,697
Texas,2017,1194
Texas,2017,1869
Texas,2017,2784
Texas,2017,4159
Texas,2017,6289
Texas,2017,9341
Texas,2017,14045
Texas,2017,16804
Texas,2017,19414
Texas,2017,16883
Texas,2017,12250
Texas,2017,8498
Texas,2017,7958
Texas,2018,102
Texas,2018,371
Texas,2018,297
Texas,2018,347
Texas,2018,513
Texas,2018,799
Texas,2018,1232
Texas,2018,1929
Texas,2018,2983
Texas,2018,4420
Texas,2018,6577
Texas,2018,9391
Texas,2018,14231
Texas,2018,18077
Texas,2018,20714
Texas,2018,18184
Texas,2018,13660
Texas,2018,9175
Texas,2018,8334
Texas,2019,106
Texas,2019,351
Texas,2019,266
Texas,2019,328
Texas,2019,527
Texas,2019,715
Texas,2019,1269
Texas,2019,2054
Texas,2019,3003
Texas,2019,4429
Texas,2019,6802
Texas,2019,9451
Texas,2019,14012
Texas,2019,18513
Texas,2019,21515
Texas,2019,19164
Texas,2019,14187
Texas,2019,9319
Texas,2019,8421
Texas,2020,107
Texas,2020,349
Texas,2020,289
Texas,2020,329
Texas,2020,463
Texas,2020,777
Texas,2020,1117
Texas,2020,1968
Texas,2020,2880
Texas,2020,4250
Texas,2020,6198
Texas,2020,8494
Texas,2020,12964
Texas,2020,17083
Texas,2020,19916
Texas,2020,18423
Texas,2020,13685
Texas,2020,9039
Texas,2020,8268
Texas,2021,83
Texas,2021,378
Texas,2021,291
Texas,2021,329
Texas,2021,522
Texas,2021,788
Texas,2021,1239
Texas,2021,1980
Texas,2021,3161
Texas,2021,4793
Texas,2021,6711
Texas,2021,9587
Texas,2021,13600
Texas,2021,18570
Texas,2021,21927
Texas,2021,20289
Texas,2021,15070
Texas,2021,9759
Texas,2021,8524
Texas,2022,83
Texas,2022,351
Texas,2022,243
Texas,2022,378
Texas,2022,568
Texas,2022,760
Texas,2022,1262
Texas,2022,2058
Texas,2022,3066
Texas,2022,4930
Texas,2022,6584
Texas,2022,9757
Texas,2022,13348
Texas,2022,18624
Texas,2022,22563
Texas,2022,20245
Texas,2022,16171
Texas,2022,10069
Texas,2022,8427
Utah,1999,33
Utah,1999,22
Utah,1999,31
Utah,1999,35
Utah,1999,99
Utah,1999,100
Utah,1999,117
Utah,1999,164
Utah,1999,255
Utah,1999,384
Utah,1999,504
Utah,1999,606
Utah,1999,740
Utah,1999,904
Utah,1999,926
Utah,1999,829
Utah,1999,607
Utah,1999,464
Utah,2000,38
Utah,2000,20
Utah,2000,30
Utah,2000,46
Utah,2000,70
Utah,2000,103
Utah,2000,105
Utah,2000,174
Utah,2000,270
Utah,2000,432
Utah,2000,488
Utah,2000,638
Utah,2000,732
Utah,2000,829
Utah,2000,870
Utah,2000,868
Utah,2000,586
Utah,2000,470
Utah,2001,33
Utah,2001,21
Utah,2001,38
Utah,2001,39
Utah,2001,90
Utah,2001,95
Utah,2001,129
Utah,2001,182
Utah,2001,294
Utah,2001,409
Utah,2001,562
Utah,2001,689
Utah,2001,802
Utah,2001,942
Utah,2001,934
Utah,2001,955
Utah,2001,599
Utah,2001,429
Utah,2002,33
Utah,2002,24
Utah,2002,25
Utah,2002,49
Utah,2002,90
Utah,2002,122
Utah,2002,145
Utah,2002,182
Utah,2002,310
Utah,2002,401
Utah,2002,566
Utah,2002,765
Utah,2002,818
Utah,2002,964
Utah,2002,984
Utah,2002,866
Utah,2002,617
Utah,2002,426
Utah,2003,37
Utah,2003,22
Utah,2003,22
Utah,2003,55
Utah,2003,105
Utah,2003,132
Utah,2003,139
Utah,2003,195
Utah,2003,330
Utah,2003,450
Utah,2003,648
Utah,2003,762
Utah,2003,837
Utah,2003,1017
Utah,2003,980
Utah,2003,857
Utah,2003,624
Utah,2003,507
Utah,2004,30
Utah,2004,23
Utah,2004,24
Utah,2004,47
Utah,2004,101
Utah,2004,145
Utah,2004,159
Utah,2004,181
Utah,2004,325
Utah,2004,453
Utah,2004,706
Utah,2004,826
Utah,2004,893
Utah,2004,1055
Utah,2004,988
Utah,2004,874
Utah,2004,705
Utah,2004,476
Utah,2005,44
Utah,2005,26
Utah,2005,37
Utah,2005,40
Utah,2005,89
Utah,2005,148
Utah,2005,153
Utah,2005,205
Utah,2005,303
Utah,2005,476
Utah,2005,660
Utah,2005,871
Utah,2005,974
Utah,2005,1029
Utah,2005,993
Utah,2005,901
Utah,2005,684
Utah,2005,527
Utah,2006,38
Utah,2006,30
Utah,2006,30
Utah,2006,43
Utah,2006,87
Utah,2006,163
Utah,2006,169
Utah,2006,216
Utah,2006,337
Utah,2006,509
Utah,2006,748
Utah,2006,915
Utah,2006,1014
Utah,2006,1054
Utah,2006,1064
Utah,2006,887
Utah,2006,754
Utah,2006,526
Utah,2007,39
Utah,2007,31
Utah,2007,31
Utah,2007,52
Utah,2007,99
Utah,2007,175
Utah,2007,179
Utah,2007,223
Utah,2007,292
Utah,2007,536
Utah,2007,766
Utah,2007,916
Utah,2007,1096
Utah,2007,1136
Utah,2007,1068
Utah,2007,939
Utah,2007,708
Utah,2007,502
Utah,2008,16
Utah,2008,51
Utah,2008,32
Utah,2008,22
Utah,2008,61
Utah,2008,85
Utah,2008,164
Utah,2008,208
Utah,2008,258
Utah,2008,340
Utah,2008,531
Utah,2008,782
Utah,2008,1000
Utah,2008,1153
Utah,2008,1165
Utah,2008,1116
Utah,2008,935
Utah,2008,723
Utah,2008,533
Utah,2009,20
Utah,2009,42
Utah,2009,18
Utah,2009,37
Utah,2009,53
Utah,2009,92
Utah,2009,156
Utah,2009,222
Utah,2009,259
Utah,2009,351
Utah,2009,541
Utah,2009,818
Utah,2009,1026
Utah,2009,1215
Utah,2009,1258
Utah,2009,1159
Utah,2009,888
Utah,2009,694
Utah,2009,594
Utah,2010,54
Utah,2010,29
Utah,2010,34
Utah,2010,42
Utah,2010,82
Utah,2010,167
Utah,2010,251
Utah,2010,256
Utah,2010,355
Utah,2010,585
Utah,2010,866
Utah,2010,1090
Utah,2010,1272
Utah,2010,1299
Utah,2010,1136
Utah,2010,982
Utah,2010,765
Utah,2010,559
Utah,2011,43
Utah,2011,38
Utah,2011,27
Utah,2011,66
Utah,2011,87
Utah,2011,156
Utah,2011,214
Utah,2011,283
Utah,2011,392
Utah,2011,556
Utah,2011,879
Utah,2011,1086
Utah,2011,1334
Utah,2011,1334
Utah,2011,1142
Utah,2011,1040
Utah,2011,757
Utah,2011,645
Utah,2012,20
Utah,2012,40
Utah,2012,25
Utah,2012,29
Utah,2012,68
Utah,2012,111
Utah,2012,148
Utah,2012,256
Utah,2012,276
Utah,2012,360
Utah,2012,494
Utah,2012,845
Utah,2012,1079
Utah,2012,1308
Utah,2012,1397
Utah,2012,1238
Utah,2012,983
Utah,2012,771
Utah,2012,661
Utah,2013,18
Utah,2013,53
Utah,2013,25
Utah,2013,36
Utah,2013,55
Utah,2013,107
Utah,2013,146
Utah,2013,233
Utah,2013,297
Utah,2013,366
Utah,2013,529
Utah,2013,866
Utah,2013,1098
Utah,2013,1248
Utah,2013,1461
Utah,2013,1225
Utah,2013,984
Utah,2013,752
Utah,2013,667
Utah,2014,34
Utah,2014,29
Utah,2014,34
Utah,2014,64
Utah,2014,111
Utah,2014,147
Utah,2014,258
Utah,2014,339
Utah,2014,404
Utah,2014,518
Utah,2014,860
Utah,2014,1167
Utah,2014,1396
Utah,2014,1421
Utah,2014,1305
Utah,2014,982
Utah,2014,761
Utah,2014,705
Utah,2015,47
Utah,2015,37
Utah,2015,42
Utah,2015,62
Utah,2015,101
Utah,2015,162
Utah,2015,282
Utah,2015,354
Utah,2015,437
Utah,2015,561
Utah,2015,861
Utah,2015,1129
Utah,2015,1404
Utah,2015,1571
Utah,2015,1330
Utah,2015,1030
Utah,2015,776
Utah,2015,735
Utah,2016,19
Utah,2016,45
Utah,2016,32
Utah,2016,42
Utah,2016,51
Utah,2016,107
Utah,2016,194
Utah,2016,291
Utah,2016,384
Utah,2016,420
Utah,2016,583
Utah,2016,792
Utah,2016,1157
Utah,2016,1456
Utah,2016,1701
Utah,2016,1359
Utah,2016,1016
Utah,2016,737
Utah,2016,691
Utah,2017,67
Utah,2017,32
Utah,2017,42
Utah,2017,73
Utah,2017,105
Utah,2017,163
Utah,2017,278
Utah,2017,378
Utah,2017,430
Utah,2017,568
Utah,2017,839
Utah,2017,1154
Utah,2017,1464
Utah,2017,1715
Utah,2017,1557
Utah,2017,1112
Utah,2017,809
Utah,2017,727
Utah,2018,49
Utah,2018,42
Utah,2018,38
Utah,2018,75
Utah,2018,110
Utah,2018,166
Utah,2018,256
Utah,2018,354
Utah,2018,471
Utah,2018,596
Utah,2018,778
Utah,2018,1201
Utah,2018,1528
Utah,2018,1860
Utah,2018,1676
Utah,2018,1256
Utah,2018,882
Utah,2018,768
Utah,2019,45
Utah,2019,40
Utah,2019,44
Utah,2019,64
Utah,2019,111
Utah,2019,194
Utah,2019,261
Utah,2019,359
Utah,2019,486
Utah,2019,666
Utah,2019,766
Utah,2019,1128
Utah,2019,1567
Utah,2019,1887
Utah,2019,1763
Utah,2019,1387
Utah,2019,870
Utah,2019,779
Utah,2020,57
Utah,2020,38
Utah,2020,45
Utah,2020,67
Utah,2020,116
Utah,2020,176
Utah,2020,270
Utah,2020,371
Utah,2020,527
Utah,2020,610
Utah,2020,811
Utah,2020,1058
Utah,2020,1464
Utah,2020,1867
Utah,2020,1743
Utah,2020,1299
Utah,2020,836
Utah,2020,760
Utah,2021,22
Utah,2021,47
Utah,2021,40
Utah,2021,47
Utah,2021,88
Utah,2021,120
Utah,2021,162
Utah,2021,268
Utah,2021,405
Utah,2021,594
Utah,2021,707
Utah,2021,938
Utah,2021,1238
Utah,2021,1678
Utah,2021,2145
Utah,2021,2093
Utah,2021,1469
Utah,2021,962
Utah,2021,824
Utah,2022,28
Utah,2022,42
Utah,2022,40
Utah,2022,86
Utah,2022,118
Utah,2022,190
Utah,2022,262
Utah,2022,415
Utah,2022,617
Utah,2022,787
Utah,2022,917
Utah,2022,1223
Utah,2022,1703
Utah,2022,2159
Utah,2022,2097
Utah,2022,1615
Utah,2022,1044
Utah,2022,878
Vermont,1999,18
Vermont,1999,16
Vermont,1999,51
Vermont,1999,79
Vermont,1999,146
Vermont,1999,194
Vermont,1999,264
Vermont,1999,309
Vermont,1999,355
Vermont,1999,429
Vermont,1999,449
Vermont,1999,449
Vermont,1999,292
Vermont,1999,236
Vermont,2000,18
Vermont,2000,46
Vermont,2000,69
Vermont,2000,145
Vermont,2000,205
Vermont,2000,284
Vermont,2000,329
Vermont,2000,318
Vermont,2000,397
Vermont,2000,461
Vermont,2000,438
Vermont,2000,277
Vermont,2000,209
Vermont,2001,25
Vermont,2001,36
Vermont,2001,77
Vermont,2001,121
Vermont,2001,207
Vermont,2001,319
Vermont,2001,337
Vermont,2001,375
Vermont,2001,413
Vermont,2001,440
Vermont,2001,398
Vermont,2001,292
Vermont,2001,249
Vermont,2002,17
Vermont,2002,17
Vermont,2002,22
Vermont,2002,39
Vermont,2002,71
Vermont,2002,140
Vermont,2002,198
Vermont,2002,298
Vermont,2002,383
Vermont,2002,450
Vermont,2002,385
Vermont,2002,446
Vermont,2002,390
Vermont,2002,264
Vermont,2002,201
Vermont,2003,23
Vermont,2003,16
Vermont,2003,49
Vermont,2003,70
Vermont,2003,143
Vermont,2003,234
Vermont,2003,308
Vermont,2003,370
Vermont,2003,372
Vermont,2003,411
Vermont,2003,489
Vermont,2003,425
Vermont,2003,332
Vermont,2003,213
Vermont,2004,29
Vermont,2004,33
Vermont,2004,63
Vermont,2004,156
Vermont,2004,229
Vermont,2004,285
Vermont,2004,425
Vermont,2004,424
Vermont,2004,422
Vermont,2004,437
Vermont,2004,412
Vermont,2004,286
Vermont,2004,259
Vermont,2005,26
Vermont,2005,39
Vermont,2005,58
Vermont,2005,145
Vermont,2005,231
Vermont,2005,338
Vermont,2005,406
Vermont,2005,419
Vermont,2005,438
Vermont,2005,447
Vermont,2005,425
Vermont,2005,331
Vermont,2005,252
Vermont,2006,17
Vermont,2006,33
Vermont,2006,70
Vermont,2006,138
Vermont,2006,248
Vermont,2006,335
Vermont,2006,440
Vermont,2006,501
Vermont,2006,518
Vermont,2006,470
Vermont,2006,468
Vermont,2006,319
Vermont,2006,268
Vermont,2007,17
Vermont,2007,20
Vermont,2007,30
Vermont,2007,31
Vermont,2007,66
Vermont,2007,120
Vermont,2007,265
Vermont,2007,364
Vermont,2007,412
Vermont,2007,498
Vermont,2007,484
Vermont,2007,442
Vermont,2007,417
Vermont,2007,356
Vermont,2007,264
Vermont,2008,17
Vermont,2008,24
Vermont,2008,32
Vermont,2008,54
Vermont,2008,124
Vermont,2008,233
Vermont,2008,342
Vermont,2008,432
Vermont,2008,537
Vermont,2008,485
Vermont,2008,433
Vermont,2008,391
Vermont,2008,314
Vermont,2008,276
Vermont,2009,17
Vermont,2009,28
Vermont,2009,46
Vermont,2009,55
Vermont,2009,102
Vermont,2009,228
Vermont,2009,378
Vermont,2009,459
Vermont,2009,521
Vermont,2009,514
Vermont,2009,501
Vermont,2009,392
Vermont,2009,325
Vermont,2009,314
Vermont,2010,17
Vermont,2010,19
Vermont,2010,43
Vermont,2010,38
Vermont,2010,104
Vermont,2010,221
Vermont,2010,331
Vermont,2010,451
Vermont,2010,526
Vermont,2010,501
Vermont,2010,482
Vermont,2010,428
Vermont,2010,344
Vermont,2010,317
Vermont,2011,19
Vermont,2011,22
Vermont,2011,36
Vermont,2011,59
Vermont,2011,117
Vermont,2011,219
Vermont,2011,303
Vermont,2011,432
Vermont,2011,534
Vermont,2011,569
Vermont,2011,487
Vermont,2011,383
Vermont,2011,335
Vermont,2011,281
Vermont,2012,24
Vermont,2012,34
Vermont,2012,66
Vermont,2012,97
Vermont,2012,203
Vermont,2012,351
Vermont,2012,390
Vermont,2012,554
Vermont,2012,597
Vermont,2012,470
Vermont,2012,379
Vermont,2012,306
Vermont,2012,292
Vermont,2013,16
Vermont,2013,32
Vermont,2013,42
Vermont,2013,54
Vermont,2013,104
Vermont,2013,172
Vermont,2013,300
Vermont,2013,422
Vermont,2013,532
Vermont,2013,577
Vermont,2013,506
Vermont,2013,390
Vermont,2013,296
Vermont,2013,306
Vermont,2014,18
Vermont,2014,23
Vermont,2014,39
Vermont,2014,43
Vermont,2014,106
Vermont,2014,209
Vermont,2014,315
Vermont,2014,441
Vermont,2014,562
Vermont,2014,618
Vermont,2014,514
Vermont,2014,405
Vermont,2014,328
Vermont,2014,314
Vermont,2015,20
Vermont,2015,35
Vermont,2015,47
Vermont,2015,109
Vermont,2015,172
Vermont,2015,283
Vermont,2015,450
Vermont,2015,566
Vermont,2015,618
Vermont,2015,557
Vermont,2015,366
Vermont,2015,309
Vermont,2015,287
Vermont,2016,20
Vermont,2016,33
Vermont,2016,57
Vermont,2016,62
Vermont,2016,93
Vermont,2016,146
Vermont,2016,290
Vermont,2016,424
Vermont,2016,530
Vermont,2016,646
Vermont,2016,563
Vermont,2016,444
Vermont,2016,307
Vermont,2016,296
Vermont,2017,19
Vermont,2017,31
Vermont,2017,37
Vermont,2017,52
Vermont,2017,88
Vermont,2017,159
Vermont,2017,253
Vermont,2017,428
Vermont,2017,566
Vermont,2017,717
Vermont,2017,658
Vermont,2017,445
Vermont,2017,344
Vermont,2017,321
Vermont,2018,30
Vermont,2018,35
Vermont,2018,68
Vermont,2018,89
Vermont,2018,165
Vermont,2018,253
Vermont,2018,424
Vermont,2018,646
Vermont,2018,698
Vermont,2018,592
Vermont,2018,514
Vermont,2018,293
Vermont,2018,308
Vermont,2019,18
Vermont,2019,50
Vermont,2019,56
Vermont,2019,103
Vermont,2019,164
Vermont,2019,283
Vermont,2019,388
Vermont,2019,607
Vermont,2019,726
Vermont,2019,678
Vermont,2019,502
Vermont,2019,299
Vermont,2019,330
Vermont,2020,23
Vermont,2020,39
Vermont,2020,75
Vermont,2020,82
Vermont,2020,148
Vermont,2020,253
Vermont,2020,377
Vermont,2020,571
Vermont,2020,649
Vermont,2020,665
Vermont,2020,488
Vermont,2020,268
Vermont,2020,286
Vermont,2021,16
Vermont,2021,19
Vermont,2021,46
Vermont,2021,67
Vermont,2021,104
Vermont,2021,163
Vermont,2021,265
Vermont,2021,369
Vermont,2021,593
Vermont,2021,721
Vermont,2021,747
Vermont,2021,503
Vermont,2021,341
Vermont,2021,305
Vermont,2022,40
Vermont,2022,73
Vermont,2022,101
Vermont,2022,142
Vermont,2022,267
Vermont,2022,358
Vermont,2022,606
Vermont,2022,815
Vermont,2022,757
Vermont,2022,607
Vermont,2022,378
Vermont,2022,281
Virginia,1999,71
Virginia,1999,58
Virginia,1999,45
Virginia,1999,83
Virginia,1999,153
Virginia,1999,210
Virginia,1999,422
Virginia,1999,818
Virginia,1999,1252
Virginia,1999,1802
Virginia,1999,2717
Virginia,1999,3096
Virginia,1999,3470
Virginia,1999,4101
Virginia,1999,4278
Virginia,1999,3577
Virginia,1999,2171
Virginia,1999,1426
Virginia,2000,23
Virginia,2000,72
Virginia,2000,38
Virginia,2000,66
Virginia,2000,97
Virginia,2000,139
Virginia,2000,219
Virginia,2000,463
Virginia,2000,772
Virginia,2000,1274
Virginia,2000,1908
Virginia,2000,2785
Virginia,2000,3333
Virginia,2000,3689
Virginia,2000,4047
Virginia,2000,4169
Virginia,2000,3848
Virginia,2000,2325
Virginia,2000,1456
Virginia,2001,59
Virginia,2001,50
Virginia,2001,56
Virginia,2001,80
Virginia,2001,136
Virginia,2001,216
Virginia,2001,415
Virginia,2001,707
Virginia,2001,1254
Virginia,2001,1803
Virginia,2001,2811
Virginia,2001,3244
Virginia,2001,3641
Virginia,2001,3989
Virginia,2001,4189
Virginia,2001,3676
Virginia,2001,2319
Virginia,2001,1468
Virginia,2002,19
Virginia,2002,69
Virginia,2002,47
Virginia,2002,66
Virginia,2002,100
Virginia,2002,157
Virginia,2002,279
Virginia,2002,424
Virginia,2002,758
Virginia,2002,1393
Virginia,2002,1950
Virginia,2002,2917
Virginia,2002,3657
Virginia,2002,3756
Virginia,2002,4201
Virginia,2002,4165
Virginia,2002,3685
Virginia,2002,2548
Virginia,2002,1697
Virginia,2003,25
Virginia,2003,67
Virginia,2003,53
Virginia,2003,57
Virginia,2003,91
Virginia,2003,156
Virginia,2003,232
Virginia,2003,409
Virginia,2003,686
Virginia,2003,1333
Virginia,2003,2127
Virginia,2003,2989
Virginia,2003,3801
Virginia,2003,4148
Virginia,2003,4464
Virginia,2003,4427
Virginia,2003,4084
Virginia,2003,2847
Virginia,2003,2216
Virginia,2004,25
Virginia,2004,85
Virginia,2004,53
Virginia,2004,73
Virginia,2004,91
Virginia,2004,143
Virginia,2004,236
Virginia,2004,485
Virginia,2004,745
Virginia,2004,1372
Virginia,2004,2195
Virginia,2004,3173
Virginia,2004,3865
Virginia,2004,4358
Virginia,2004,4475
Virginia,2004,4387
Virginia,2004,3960
Virginia,2004,2952
Virginia,2004,2157
Virginia,2005,22
Virginia,2005,80
Virginia,2005,59
Virginia,2005,71
Virginia,2005,109
Virginia,2005,156
Virginia,2005,305
Virginia,2005,441
Virginia,2005,749
Virginia,2005,1388
Virginia,2005,2244
Virginia,2005,3210
Virginia,2005,4257
Virginia,2005,4502
Virginia,2005,4637
Virginia,2005,4472
Virginia,2005,4038
Virginia,2005,3040
Virginia,2005,2210
Virginia,2006,28
Virginia,2006,83
Virginia,2006,53
Virginia,2006,55
Virginia,2006,110
Virginia,2006,171
Virginia,2006,261
Virginia,2006,452
Virginia,2006,752
Virginia,2006,1465
Virginia,2006,2311
Virginia,2006,3274
Virginia,2006,4363
Virginia,2006,4683
Virginia,2006,4891
Virginia,2006,4437
Virginia,2006,4138
Virginia,2006,2950
Virginia,2006,2328
Virginia,2007,37
Virginia,2007,88
Virginia,2007,50
Virginia,2007,70
Virginia,2007,106
Virginia,2007,182
Virginia,2007,288
Virginia,2007,447
Virginia,2007,822
Virginia,2007,1504
Virginia,2007,2483
Virginia,2007,3595
Virginia,2007,4622
Virginia,2007,5247
Virginia,2007,5240
Virginia,2007,4591
Virginia,2007,4236
Virginia,2007,2995
Virginia,2007,2304
Virginia,2008,26
Virginia,2008,87
Virginia,2008,62
Virginia,2008,76
Virginia,2008,107
Virginia,2008,178
Virginia,2008,297
Virginia,2008,436
Virginia,2008,797
Virginia,2008,1447
Virginia,2008,2463
Virginia,2008,3626
Virginia,2008,4462
Virginia,2008,5295
Virginia,2008,5252
Virginia,2008,4649
Virginia,2008,4150
Virginia,2008,3177
Virginia,2008,2532
Virginia,2009,25
Virginia,2009,88
Virginia,2009,64
Virginia,2009,44
Virginia,2009,98
Virginia,2009,166
Virginia,2009,308
Virginia,2009,469
Virginia,2009,759
Virginia,2009,1413
Virginia,2009,2511
Virginia,2009,3691
Virginia,2009,4399
Virginia,2009,5409
Virginia,2009,5592
Virginia,2009,4764
Virginia,2009,3997
Virginia,2009,3180
Virginia,2009,2704
Virginia,2010,24
Virginia,2010,81
Virginia,2010,66
Virginia,2010,67
Virginia,2010,111
Virginia,2010,190
Virginia,2010,312
Virginia,2010,411
Virginia,2010,699
Virginia,2010,1338
Virginia,2010,2310
Virginia,2010,3500
Virginia,2010,4431
Virginia,2010,5299
Virginia,2010,5386
Virginia,2010,4629
Virginia,2010,3794
Virginia,2010,2968
Virginia,2010,2597
Virginia,2011,20
Virginia,2011,78
Virginia,2011,62
Virginia,2011,61
Virginia,2011,103
Virginia,2011,190
Virginia,2011,328
Virginia,2011,455
Virginia,2011,700
Virginia,2011,1367
Virginia,2011,2300
Virginia,2011,3661
Virginia,2011,4542
Virginia,2011,5540
Virginia,2011,5692
Virginia,2011,4802
Virginia,2011,3881
Virginia,2011,3073
Virginia,2011,2543
Virginia,2012,21
Virginia,2012,81
Virginia,2012,61
Virginia,2012,57
Virginia,2012,91
Virginia,2012,165
Virginia,2012,339
Virginia,2012,469
Virginia,2012,680
Virginia,2012,1407
Virginia,2012,2284
Virginia,2012,3591
Virginia,2012,4459
Virginia,2012,5278
Virginia,2012,5625
Virginia,2012,4815
Virginia,2012,3875
Virginia,2012,3008
Virginia,2012,2833
Virginia,2013,22
Virginia,2013,91
Virginia,2013,57
Virginia,2013,49
Virginia,2013,119
Virginia,2013,177
Virginia,2013,320
Virginia,2013,497
Virginia,2013,749
Virginia,2013,1362
Virginia,2013,2337
Virginia,2013,3645
Virginia,2013,4777
Virginia,2013,5448
Virginia,2013,6165
Virginia,2013,5257
Virginia,2013,3990
Virginia,2013,2964
Virginia,2013,2783
Virginia,2014,21
Virginia,2014,83
Virginia,2014,70
Virginia,2014,75
Virginia,2014,104
Virginia,2014,181
Virginia,2014,327
Virginia,2014,502
Virginia,2014,735
Virginia,2014,1357
Virginia,2014,2211
Virginia,2014,3705
Virginia,2014,4789
Virginia,2014,5626
Virginia,2014,6371
Virginia,2014,5376
Virginia,2014,4143
Virginia,2014,2968
Virginia,2014,2848
Virginia,2015,24
Virginia,2015,87
Virginia,2015,63
Virginia,2015,64
Virginia,2015,109
Virginia,2015,181
Virginia,2015,286
Virginia,2015,524
Virginia,2015,730
Virginia,2015,1192
Virginia,2015,2022
Virginia,2015,3525
Virginia,2015,4873
Virginia,2015,5638
Virginia,2015,6528
Virginia,2015,5420
Virginia,2015,4171
Virginia,2015,2946
Virginia,2015,3007
Virginia,2016,30
Virginia,2016,73
Virginia,2016,80
Virginia,2016,75
Virginia,2016,93
Virginia,2016,174
Virginia,2016,343
Virginia,2016,550
Virginia,2016,788
Virginia,2016,1226
Virginia,2016,2111
Virginia,2016,3516
Virginia,2016,4914
Virginia,2016,6010
Virginia,2016,6829
Virginia,2016,5633
Virginia,2016,4295
Virginia,2016,3059
Virginia,2016,2878
Virginia,2017,88
Virginia,2017,55
Virginia,2017,73
Virginia,2017,102
Virginia,2017,213
Virginia,2017,328
Virginia,2017,495
Virginia,2017,742
Virginia,2017,1147
Virginia,2017,2045
Virginia,2017,3227
Virginia,2017,4876
Virginia,2017,5947
Virginia,2017,6762
Virginia,2017,6266
Virginia,2017,4560
Virginia,2017,3139
Virginia,2017,2781
Virginia,2018,35
Virginia,2018,85
Virginia,2018,54
Virginia,2018,76
Virginia,2018,92
Virginia,2018,189
Virginia,2018,317
Virginia,2018,496
Virginia,2018,834
Virginia,2018,1183
Virginia,2018,2005
Virginia,2018,3241
Virginia,2018,4904
Virginia,2018,6042
Virginia,2018,6894
Virginia,2018,6474
Virginia,2018,4787
Virginia,2018,3269
Virginia,2018,2888
Virginia,2019,34
Virginia,2019,98
Virginia,2019,55
Virginia,2019,88
Virginia,2019,132
Virginia,2019,197
Virginia,2019,315
Virginia,2019,593
Virginia,2019,901
Virginia,2019,1306
Virginia,2019,2087
Virginia,2019,3293
Virginia,2019,5098
Virginia,2019,6505
Virginia,2019,7174
Virginia,2019,7003
Virginia,2019,5270
Virginia,2019,3436
Virginia,2019,2911
Virginia,2020,26
Virginia,2020,73
Virginia,2020,44
Virginia,2020,66
Virginia,2020,127
Virginia,2020,183
Virginia,2020,284
Virginia,2020,512
Virginia,2020,753
Virginia,2020,1296
Virginia,2020,1885
Virginia,2020,2922
Virginia,2020,4563
Virginia,2020,5953
Virginia,2020,6735
Virginia,2020,6571
Virginia,2020,4905
Virginia,2020,3125
Virginia,2020,2684
Virginia,2021,19
Virginia,2021,74
Virginia,2021,52
Virginia,2021,65
Virginia,2021,109
Virginia,2021,150
Virginia,2021,324
Virginia,2021,518
Virginia,2021,804
Virginia,2021,1352
Virginia,2021,1998
Virginia,2021,3146
Virginia,2021,4668
Virginia,2021,6233
Virginia,2021,6996
Virginia,2021,7027
Virginia,2021,5352
Virginia,2021,3498
Virginia,2021,2924
Virginia,2022,58
Virginia,2022,64
Virginia,2022,56
Virginia,2022,104
Virginia,2022,144
Virginia,2022,314
Virginia,2022,534
Virginia,2022,773
Virginia,2022,1366
Virginia,2022,1887
Virginia,2022,3140
Virginia,2022,4550
Virginia,2022,6442
Virginia,2022,7650
Virginia,2022,6999
Virginia,2022,5801
Virginia,2022,3606
Virginia,2022,2990
Washington,1999,70
Washington,1999,40
Washington,1999,62
Washington,1999,91
Washington,1999,144
Washington,1999,239
Washington,1999,379
Washington,1999,713
Washington,1999,1141
Washington,1999,1690
Washington,1999,2265
Washington,1999,2802
Washington,1999,3060
Washington,1999,3726
Washington,1999,4139
Washington,1999,3843
Washington,1999,2695
Washington,1999,2000
Washington,2000,19
Washington,2000,66
Washington,2000,43
Washington,2000,51
Washington,2000,104
Washington,2000,174
Washington,2000,234
Washington,2000,444
Washington,2000,644
Washington,2000,1143
Washington,2000,1771
Washington,2000,2341
Washington,2000,2739
Washington,2000,3124
Washington,2000,3530
Washington,2000,3890
Washington,2000,3842
Washington,2000,2719
Washington,2000,2205
Washington,2001,24
Washington,2001,66
Washington,2001,42
Washington,2001,69
Washington,2001,113
Washington,2001,162
